title,year,venue,doi,url,source,query,score
A Multifingered Robotic Hand With Fiber-Optic Force and Tactile Sensing for Remote Manipulation,2026,IEEE Transactions on Robotics,10.1109/tro.2025.3645962,https://doi.org/10.1109/tro.2025.3645962,crossref,tactile contact detection robot manipulation,0.400
Artificial Proprioception for Ground Condition Perception in an Amoeba-inspired Four-legged Walking Robot,2026,IEICE Transactions on Electronics,10.1587/transele.2025fup0003,https://doi.org/10.1587/transele.2025fup0003,crossref,proprioception tactile contact anomaly robot,0.400
"Associations between postural kyphosis and tactile sensation, proprioception, and body image in young individuals: an analytical cross-sectional study",2026,BMC Musculoskeletal Disorders,10.1186/s12891-026-09800-2,https://doi.org/10.1186/s12891-026-09800-2,crossref,proprioception tactile contact anomaly robot,0.400
CONTACT: CONtact-aware TACTile Learning for Robotic Disassembly,2026,arXiv,,,arxiv,tactile contact detection robot manipulation,0.400
Calibration-free per-finger force-feedback slip control for grasping by anthropomorphic hand with tri-axial tactile sensors,2026,Frontiers in Robotics and AI,10.3389/frobt.2026.1735467,https://doi.org/10.3389/frobt.2026.1735467,crossref,slip detection tactile manipulation robot,0.400
FG-CLTP: Fine-Grained Contrastive Language Tactile Pretraining for Robotic Manipulation,2026,arXiv,,,arxiv,tactile contact detection robot manipulation,0.400
FORTE: Tactile Force and Slip Sensing on Compliant Fingers for Delicate Manipulation,2026,IEEE Robotics and Automation Letters,10.1109/lra.2026.3662618,https://doi.org/10.1109/lra.2026.3662618,crossref,tactile contact detection robot manipulation,0.400
FlickerTac: Flickering LED Driven Photometric Stereo for Event Vision-Based Tactile Sensors,2026,IEEE Robotics and Automation Letters,10.1109/lra.2026.3692331,https://doi.org/10.1109/lra.2026.3692331,crossref,contact event detection tactile robot,0.400
FresnelShape: A Contact-plane Tilt Haptic Display for Enhancing Visuo-haptic Coherence,2026,IEEE Access,10.1109/access.2026.3676739,https://doi.org/10.1109/access.2026.3676739,crossref,haptic residuals contact detection manipulation,0.400
Haptic-Enhanced Imitation Learning System for Soft Object Manipulation,2026,,10.2139/ssrn.6186920,https://doi.org/10.2139/ssrn.6186920,crossref,haptic residuals contact detection manipulation,0.400
How to Train your Tactile Model: Tactile Perception with Multi-fingered Robot Hands,2026,arXiv,,,arxiv,unexpected contact robot tactile sensing,0.400
Humanoid Manipulation Interface: Humanoid Whole-Body Manipulation from Robot-Free Demonstrations,2026,arXiv,,,arxiv,tactile contact detection robot manipulation,0.400
Proprioception-inspired Feedback for Robot Manipulation using Wearable Haptics,2026,2026 IEEE/SICE International Symposium on System Integration (SII),10.1109/sii64115.2026.11404585,https://doi.org/10.1109/sii64115.2026.11404585,crossref,proprioception tactile contact anomaly robot,0.400
SilRef: Joint Visual Silhouette and Tactile Pose Optimization for Transparent Object Manipulation,2026,IEEE Robotics and Automation Letters,10.1109/lra.2026.3653340,https://doi.org/10.1109/lra.2026.3653340,crossref,slip detection tactile manipulation robot,0.400
Single sensor Wrist-Worn contact detection system for upper limb prosthetics using deep learning,2026,Discover Robotics,10.1007/s44430-026-00030-8,https://doi.org/10.1007/s44430-026-00030-8,crossref,contact event detection tactile robot,0.400
Symmetry-Aware Fusion of Vision and Tactile Sensing via Bilateral Force Priors for Robotic Manipulation,2026,arXiv,,,arxiv,unexpected contact robot tactile sensing,0.400
TacFinRay: Soft Tactile Fin-Ray Finger With Indirect Tactile Sensing for Robust Grasping,2026,IEEE Robotics and Automation Letters,10.1109/lra.2026.3653299,https://doi.org/10.1109/lra.2026.3653299,crossref,unexpected contact robot tactile sensing,0.400
TacO: Benchmarking Tactile Sensors for Object Manipulation,2026,arXiv,,,arxiv,tactile contact detection robot manipulation,0.400
Tactile-reactive gripper with an active palm for dexterous manipulation,2026,npj Robotics,10.1038/s44182-026-00079-y,https://doi.org/10.1038/s44182-026-00079-y,crossref,tactile contact detection robot manipulation,0.400
TensorTouch: Calibration of Tactile Sensors for High Resolution Stress Tensor and Deformation for Dexterous Manipulation,2026,IEEE Transactions on Robotics,10.1109/tro.2026.3686277,https://doi.org/10.1109/tro.2026.3686277,crossref,tactile contact detection robot manipulation,0.400
Visual Proprioception and Contact Prediction for Soft Robotic Arms Using Onboard Sensing and Generative Models,2026,IEEE Robotics and Automation Letters,10.1109/lra.2026.3664615,https://doi.org/10.1109/lra.2026.3664615,crossref,proprioception tactile contact anomaly robot,0.400
Visual-tactile pretraining and online multitask learning for humanlike manipulation dexterity,2026,Science Robotics,10.1126/scirobotics.ady2869,https://doi.org/10.1126/scirobotics.ady2869,crossref,tactile contact detection robot manipulation,0.400
A Haptic Interface for Human-in-the-Loop Manipulation at the Nanoscale,None,First Joint Eurohaptics Conference and Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems,10.1109/whc.2005.12,https://doi.org/10.1109/whc.2005.12,crossref,haptic residuals contact detection manipulation,0.400
A Machine Learning-Combined Flexible Sensor for Tactile Detection and Voice Recognition,None,,10.1021/acsami.2c22287.s003,https://doi.org/10.1021/acsami.2c22287.s003,crossref,contact event detection tactile robot,0.400
A Novel Fingertip Haptic Device for Display of Local Contact Geometry,None,First Joint Eurohaptics Conference and Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems,10.1109/whc.2005.16,https://doi.org/10.1109/whc.2005.16,crossref,haptic residuals contact detection manipulation,0.400
A formative model for hand input devices in virtual environments or haptic manipulation,None,Proceedings Sixth Australian Conference on Computer-Human Interaction,10.1109/ozchi.1996.560030,https://doi.org/10.1109/ozchi.1996.560030,crossref,haptic residuals contact detection manipulation,0.400
Adaptive Minimum Prediction Error Controllers,None,Proceedings of the IEEE International Workshop on Intelligent Motion Control,10.1109/imc.1990.687290,https://doi.org/10.1109/imc.1990.687290,crossref,tactile prediction error robot control,0.400
Adaptive controllers that employ saturated error update laws for robot trajectory tracking,None,Proceedings of 1995 34th IEEE Conference on Decision and Control,10.1109/cdc.1995.478565,https://doi.org/10.1109/cdc.1995.478565,crossref,tactile prediction error robot control,0.400
Algorithm 1 : The proposed ELA-CNN image manipulation detection algorithm,None,,10.7717/peerj-cs.2205/table-5,https://doi.org/10.7717/peerj-cs.2205/table-5,crossref,haptic residuals contact detection manipulation,0.400
An Origami-Inspired Endoscopic Capsule with Tactile Perception for Early Tissue Anomaly Detection_supp1-3469821.mp4,None,,10.1109/lra.2024.3469821/mm1,https://doi.org/10.1109/lra.2024.3469821/mm1,crossref,proprioception tactile contact anomaly robot,0.400
Analysis and rendering of contact vibrational stimuli for tactile perception,None,,10.70675/dab44cf6ze236z49e3za66cz7c27b59965ec,https://doi.org/10.70675/dab44cf6ze236z49e3za66cz7c27b59965ec,crossref,tactile contact detection robot manipulation,0.400
Atomically Precise Detection and Manipulation of Nitrogen-Vacancy Centers in Nanodiamonds,None,,10.1021/acsnano.2c10122.s001,https://doi.org/10.1021/acsnano.2c10122.s001,crossref,haptic residuals contact detection manipulation,0.400
Bi-Modal Self-Sensing Proprioception and Contact Detection in Dielectric Elastomer Soft Robots_supp1-3619708.mp4,None,,10.1109/lra.2025.3619708/mm1,https://doi.org/10.1109/lra.2025.3619708/mm1,crossref,proprioception tactile contact anomaly robot,0.400
Bi-Touch: Bimanual Tactile Manipulation with Sim-to-Real Deep Reinforcement Learning_supp1-3295991.mp4,None,,10.1109/lra.2023.3295991/mm2,https://doi.org/10.1109/lra.2023.3295991/mm2,crossref,tactile contact detection robot manipulation,0.400
Bi-Touch: Bimanual Tactile Manipulation with Sim-to-Real Deep Reinforcement Learning_supp2-3295991.mp4,None,,10.1109/lra.2023.3295991/mm1,https://doi.org/10.1109/lra.2023.3295991/mm1,crossref,tactile contact detection robot manipulation,0.400
Bioinspired Semicrystalline Dynamic Ionogels with Adaptive Mechanics and Tactile Sensing,None,,10.1021/acsami.2c04510.s003,https://doi.org/10.1021/acsami.2c04510.s003,crossref,unexpected contact robot tactile sensing,0.400
Biomimetic whisker transducer for vibrissal tactile sensing,None,,10.32657/10356/54663,https://doi.org/10.32657/10356/54663,crossref,unexpected contact robot tactile sensing,0.400
Body-Coupled Tactile-Sensing ETextile via the Nonfaradaic Junction Effect Enables High Robustness and Resolution in Tactile Interaction,None,,10.1021/acsnano.6c02762.s001,https://doi.org/10.1021/acsnano.6c02762.s001,crossref,unexpected contact robot tactile sensing,0.400
Can Non-Haptic Manipulation Of Temperature Influence The Same Emotions As Ostracism?,None,,10.30707/etd2015.oglesby.r,https://doi.org/10.30707/etd2015.oglesby.r,crossref,haptic residuals contact detection manipulation,0.400
Co-manipulation sûre d’un robot de protonthérapie,None,,10.70675/da4b9bd5z4486z4e83z8323z02ab9dd64883,https://doi.org/10.70675/da4b9bd5z4486z4e83z8323z02ab9dd64883,crossref,tactile contact detection robot manipulation,0.400
Coherent manipulation of Andreev Bound States in an atomic contact,None,,10.70675/ad6a6696z8515z44f4z8b6dz4ad5454f8c93,https://doi.org/10.70675/ad6a6696z8515z44f4z8b6dz4ad5454f8c93,crossref,haptic residuals contact detection manipulation,0.400
Collision and Event Detection using Geometric Features in Spatio-Temporal Volumes,None,The 2nd Canadian Conference on Computer and Robot Vision (CRV'05),10.1109/crv.2005.26,https://doi.org/10.1109/crv.2005.26,crossref,contact event detection tactile robot,0.400
Comparison of contact sensor localization abilities during manipulation,None,Proceedings 1995 IEEE/RSJ International Conference on Intelligent Robots and Systems. Human Robot Interaction and Cooperative Robots,10.1109/iros.1995.526145,https://doi.org/10.1109/iros.1995.526145,crossref,tactile contact detection robot manipulation,0.400
"Conception, modélisation et commande d’une surface de manipulation sans contact à flux d’air induit",None,,10.70675/db98aa43z114cz4331z8067z463e59de33b8,https://doi.org/10.70675/db98aa43z114cz4331z8067z463e59de33b8,crossref,haptic residuals contact detection manipulation,0.400
Contact sheet of university event,None,,10.31096/wua9999-wp_0373_box_4,https://doi.org/10.31096/wua9999-wp_0373_box_4,crossref,contact event detection tactile robot,0.400
Contributions to the Study of Intermittent Contact Haptic Interfaces,None,,10.70675/852e2d69za2b9z47aaz9945z1d88118b97b4,https://doi.org/10.70675/852e2d69za2b9z47aaz9945z1d88118b97b4,crossref,haptic residuals contact detection manipulation,0.400
Contributions to utilize a Cobot as intermittent contact haptic interfaces in virtual reality.,None,,10.70675/0ff08428zd70az49fczb454z3def20324d81,https://doi.org/10.70675/0ff08428zd70az49fczb454z3def20324d81,crossref,haptic residuals contact detection manipulation,0.400
Controlled slip: an approach within planning dexterous manipulation in three-fingered grasp,None,Proceedings of the 1997 IEEE/RSJ International Conference on Intelligent Robot and Systems. Innovative Robotics for Real-World Applications. IROS '97,10.1109/iros.1997.649065,https://doi.org/10.1109/iros.1997.649065,crossref,slip detection tactile manipulation robot,0.400
Cooperating robot with visual and tactile skills,None,Proceedings 1992 IEEE International Conference on Robotics and Automation,10.1109/robot.1992.219984,https://doi.org/10.1109/robot.1992.219984,crossref,proprioception tactile contact anomaly robot,0.400
DIH-Tele: Dexterous In-Hand Teleoperation Framework for Learning Multiobjects Manipulation With Tactile Sensing_supp1-3532653.mp4,None,,10.1109/tmech.2025.3532653/mm1,https://doi.org/10.1109/tmech.2025.3532653/mm1,crossref,tactile contact detection robot manipulation,0.400
Design and control of multi-finger haptic devices for dexterous manipulation,None,,10.20868/upm.thesis.22147,https://doi.org/10.20868/upm.thesis.22147,crossref,haptic residuals contact detection manipulation,0.400
"Design and manipulation of polygonal models in a haptic, stereoscopic virtual environment",None,International Conference on Shape Modeling and Applications 2005 (SMI' 05),10.1109/smi.2005.15,https://doi.org/10.1109/smi.2005.15,crossref,haptic residuals contact detection manipulation,0.400
Detection of Tactile Stimuli,None,SpringerReference,10.1007/springerreference_115017,https://doi.org/10.1007/springerreference_115017,crossref,tactile contact detection robot manipulation,0.400
DotTip: Enhancing Dexterous Robotic Manipulation with a Tactile Fingertip Featuring Curved Perceptual Morphology_supp1-3511431.mp4,None,,10.1109/lra.2024.3511431/mm1,https://doi.org/10.1109/lra.2024.3511431/mm1,crossref,tactile contact detection robot manipulation,0.400
Dynamic local models for stable multi-contact haptic interaction with deformable objects,None,"11th Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems, 2003. HAPTICS 2003. Proceedings.",10.1109/haptic.2003.1191248,https://doi.org/10.1109/haptic.2003.1191248,crossref,haptic residuals contact detection manipulation,0.400
Développement d'un système micro-robotique sur puce microfluidique pour la manipulation sans contact en 3D de matériel biologique,None,,10.70675/d31c85a8z8983z4baazbbd9z9aa377ef813c,https://doi.org/10.70675/d31c85a8z8983z4baazbbd9z9aa377ef813c,crossref,haptic residuals contact detection manipulation,0.400
Efficient edge detection from tactile data,None,Proceedings 1995 IEEE/RSJ International Conference on Intelligent Robots and Systems. Human Robot Interaction and Cooperative Robots,10.1109/iros.1995.525914,https://doi.org/10.1109/iros.1995.525914,crossref,tactile contact detection robot manipulation,0.400
Elastic and Skin-Contact Triboelectric Nanogenerators and Their Applicability in Energy Harvesting and Tactile Sensing,None,,10.1021/acsaelm.1c01246.s006,https://doi.org/10.1021/acsaelm.1c01246.s006,crossref,tactile contact detection robot manipulation,0.400
Enhancing Dexterity in Robotic Manipulation via Hierarchical Contact Exploration_supp1-3333699.mp4,None,,10.1109/lra.2023.3333699/mm1,https://doi.org/10.1109/lra.2023.3333699/mm1,crossref,haptic residuals contact detection manipulation,0.400
Enhancing robot learning from demonstration in contact-rich tasks through visuo-haptic teleoperation,None,,10.32657/10356/215581,https://doi.org/10.32657/10356/215581,crossref,haptic residuals contact detection manipulation,0.400
Enhancing the LLM-Based Robot Manipulation Through Human-Robot Collaboration_supp1-3415931.mp4,None,,10.1109/lra.2024.3415931/mm1,https://doi.org/10.1109/lra.2024.3415931/mm1,crossref,tactile contact detection robot manipulation,0.400
Ensemble prediction — forecasting the error,None,Medium-Range Weather Prediction,10.1007/0-387-26929-0_10,https://doi.org/10.1007/0-387-26929-0_10,crossref,tactile prediction error robot control,0.400
Error Propagation in Spatial Prediction,None,SpringerReference,10.1007/springerreference_62023,https://doi.org/10.1007/springerreference_62023,crossref,tactile prediction error robot control,0.400
Evetac: An Event-based Optical Tactile Sensor for Robotic Manipulation_supp1-3428430.mp4,None,,10.1109/tro.2024.3428430/mm1,https://doi.org/10.1109/tro.2024.3428430/mm1,crossref,contact event detection tactile robot,0.400
Experimental Characterization on Slip Detectability of Barometer-based Tactile Sensor_supp1-3297170.mp4,None,,10.1109/jsen.2023.3297170/mm1,https://doi.org/10.1109/jsen.2023.3297170/mm1,crossref,slip detection tactile manipulation robot,0.400
"Expressive cutting, deforming, and painting of three-dimensional digital shapes through asymmetric bimanual haptic manipulation",None,,10.31274/etd-180810-2475,https://doi.org/10.31274/etd-180810-2475,crossref,haptic residuals contact detection manipulation,0.400
"False alarm mitigation in hyperspectral detection of gaseous chemicals using
                    knowledge of chemical library and residuals",None,,10.17760/d20002967,https://doi.org/10.17760/d20002967,crossref,haptic residuals contact detection manipulation,0.400
Fast In-Hand Slip Control on Unfeatured Objects with Programmable Tactile Sensing_supp1-3400148.mp4,None,,10.1109/lra.2024.3400148/mm1,https://doi.org/10.1109/lra.2024.3400148/mm1,crossref,slip detection tactile manipulation robot,0.400
"Fig. 3. Iris transillumination in haptic-iridal contact zone, microhyphema",None,,10.17816/ov626405-4208728,https://doi.org/10.17816/ov626405-4208728,crossref,haptic residuals contact detection manipulation,0.400
Figure 5: Prediction error results.,None,,10.7717/peerj-cs.1461/fig-5,https://doi.org/10.7717/peerj-cs.1461/fig-5,crossref,tactile prediction error robot control,0.400
Figure 6: Prediction error line (%).,None,,10.7717/peerj-cs.3185/fig-6,https://doi.org/10.7717/peerj-cs.3185/fig-6,crossref,tactile prediction error robot control,0.400
Flexible Tactile Sensing Microfibers Based On Liquid Metals,None,,10.1021/acsomega.2c00098.s005,https://doi.org/10.1021/acsomega.2c00098.s005,crossref,unexpected contact robot tactile sensing,0.400
Flexible Tactile Sensors for 3D Force Detection,None,,10.1021/acs.nanolett.4c00894.s004,https://doi.org/10.1021/acs.nanolett.4c00894.s004,crossref,tactile contact detection robot manipulation,0.400
"Flexible, Freestanding, Ultrasensitive, and Iontronic Tactile Sensing Textile",None,,10.1021/acsaelm.1c00170.s001,https://doi.org/10.1021/acsaelm.1c00170.s001,crossref,unexpected contact robot tactile sensing,0.400
FlickerTac: Flickering LED Driven Photometric Stereo for Event Vision-Based Tactile Sensors_supp1-3692331.mp4,None,,10.1109/lra.2026.3692331/mm1,https://doi.org/10.1109/lra.2026.3692331/mm1,crossref,contact event detection tactile robot,0.400
Fluid series elastic force control for robot manipulation,None,,10.17760/d20324057,https://doi.org/10.17760/d20324057,crossref,slip detection tactile manipulation robot,0.400
Full-Scale Manipulation of the Empty Bed Contact Time to Optimize Dissolved Organic Matter Removal by Drinking Water Biofilters,None,,10.1021/acsestwater.0c00105.s001,https://doi.org/10.1021/acsestwater.0c00105.s001,crossref,haptic residuals contact detection manipulation,0.400
Fully Printed Flexible Fingerprint-like Three-Axis Tactile and Slip Force and Temperature Sensors for Artificial Skin,None,,10.1021/nn506293y.s001,https://doi.org/10.1021/nn506293y.s001,crossref,slip detection tactile manipulation robot,0.400
Haptic Issues for Virtual Manipulation,None,,10.18130/v33j61,https://doi.org/10.18130/v33j61,crossref,haptic residuals contact detection manipulation,0.400
Haptic Manipulation of Microspheres Using Optical Tweezers,None,2006 14th Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems,10.1109/haptic.2006.1627098,https://doi.org/10.1109/haptic.2006.1627098,crossref,haptic residuals contact detection manipulation,0.400
Haptic Rendering of Compliant Motions using Contact Tracking in C-space,None,Proceedings of the 2005 IEEE International Conference on Robotics and Automation,10.1109/robot.2005.1570767,https://doi.org/10.1109/robot.2005.1570767,crossref,haptic residuals contact detection manipulation,0.400
Haptic Virtual Fixtures for Robot-Assisted Manipulation,None,Springer Tracts in Advanced Robotics,10.1007/978-3-540-48113-3_5,https://doi.org/10.1007/978-3-540-48113-3_5,crossref,haptic residuals contact detection manipulation,0.400
Haptic display of contact states,None,Proceedings of the 4th World Congress on Intelligent Control and Automation (Cat. No.02EX527),10.1109/wcica.2002.1020045,https://doi.org/10.1109/wcica.2002.1020045,crossref,haptic residuals contact detection manipulation,0.400
Haptic manipulation of virtual mechanisms from mechanical CAD designs,None,Proceedings. 1998 IEEE International Conference on Robotics and Automation (Cat. No.98CH36146),10.1109/robot.1998.676434,https://doi.org/10.1109/robot.1998.676434,crossref,haptic residuals contact detection manipulation,0.400
Haptic modeling based on contact and motion types,None,IEEE/RSJ International Conference on Intelligent Robots and System,10.1109/irds.2002.1041716,https://doi.org/10.1109/irds.2002.1041716,crossref,haptic residuals contact detection manipulation,0.400
Haptic modeling of contact formations and compliant motion,None,2003 IEEE International Conference on Robotics and Automation (Cat. No.03CH37422),10.1109/robot.2003.1241985,https://doi.org/10.1109/robot.2003.1241985,crossref,haptic residuals contact detection manipulation,0.400
Hierarchical Diffusion Policy: Manipulation Trajectory Generation Via Contact Guidance_supp1-3547272.mp4,None,,10.1109/tro.2025.3547272/mm1,https://doi.org/10.1109/tro.2025.3547272/mm1,crossref,haptic residuals contact detection manipulation,0.400
High-frequency manipulation detection in cryptocurrency limit order books,None,,10.70675/4d401c46z4acez4879z84bezc85ab2a4b796,https://doi.org/10.70675/4d401c46z4acez4879z84bezc85ab2a4b796,crossref,haptic residuals contact detection manipulation,0.400
High-performance vision-based tactile sensing with applications in robotic manipulation,None,,10.14711/thesis-991012873058903412,https://doi.org/10.14711/thesis-991012873058903412,crossref,tactile contact detection robot manipulation,0.400
Hollow MXene Sphere-Based Flexible ESkin for Multiplex Tactile Detection,None,,10.1021/acsami.1c06993.s002,https://doi.org/10.1021/acsami.1c06993.s002,crossref,contact event detection tactile robot,0.400
Human Haptic Illusions In Virtual Object Manipulation,None,[1990] Proceedings of the Twelfth Annual International Conference of the IEEE Engineering in Medicine and Biology Society,10.1109/iembs.1990.692082,https://doi.org/10.1109/iembs.1990.692082,crossref,haptic residuals contact detection manipulation,0.400
Human kinematic factor for haptic manipulation : the wrist to thumb,None,Proceedings 10th Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems. HAPTICS 2002,10.1109/haptic.2002.998975,https://doi.org/10.1109/haptic.2002.998975,crossref,haptic residuals contact detection manipulation,0.400
Humidity-Dependent Viscoelasticity of a Single Human Corneocyte at Nanoscale Contact Using AFM Force Spectroscopy for Haptic Design Considerations,None,,10.1021/acs.langmuir.5c04044.s001,https://doi.org/10.1021/acs.langmuir.5c04044.s001,crossref,haptic residuals contact detection manipulation,0.400
Incipient slippage detection in tactile feedback system,None,,10.32657/10356/73392,https://doi.org/10.32657/10356/73392,crossref,contact event detection tactile robot,0.400
"Integrated Flexible, Waterproof, Transparent, and Self-Powered Tactile Sensing Panel",None,,10.1021/acsnano.6b03042.s001,https://doi.org/10.1021/acsnano.6b03042.s001,crossref,unexpected contact robot tactile sensing,0.400
Intelligent haptic sensor system for robotic manipulation,None,Proceedings of the 21st IEEE Instrumentation and Measurement Technology Conference (IEEE Cat. No.04CH37510),10.1109/imtc.2004.1351045,https://doi.org/10.1109/imtc.2004.1351045,crossref,haptic residuals contact detection manipulation,0.400
Inter-finger Small Object Manipulation with DenseTact Optical Tactile Sensor_supp1-3333735.mp4,None,,10.1109/lra.2023.3333735/mm1,https://doi.org/10.1109/lra.2023.3333735/mm1,crossref,tactile contact detection robot manipulation,0.400
Interactive Manipulation and Stress Visualization with Multi-finger Haptic Device,None,Systems Modeling and Simulation,10.1007/978-4-431-49022-7_74,https://doi.org/10.1007/978-4-431-49022-7_74,crossref,haptic residuals contact detection manipulation,0.400
Intrinsic tactile sensing system for robotic dexterous manipulation,None,,10.70675/a91a3998z6154z49edzbf06zde9d3f111e20,https://doi.org/10.70675/a91a3998z6154z49edzbf06zde9d3f111e20,crossref,tactile contact detection robot manipulation,0.400
Intuition-driven monitor: a monitor device driven by user's haptic manipulation,None,"IEEE International Conference on Systems, Man and Cybernetics",10.1109/icsmc.2002.1173433,https://doi.org/10.1109/icsmc.2002.1173433,crossref,haptic residuals contact detection manipulation,0.400
Machine learning approaches for market manipulation detection insurveillance systems,None,,10.70675/0462fed2z85abz4b83z8219zd03629b40e9d,https://doi.org/10.70675/0462fed2z85abz4b83z8219zd03629b40e9d,crossref,haptic residuals contact detection manipulation,0.400
Manipulation of Boltlike Fasteners Through Fingertip Tactile Perception in Robotic Assembly_supp1-3320519.mp4,None,,10.1109/tmech.2023.3320519/mm1,https://doi.org/10.1109/tmech.2023.3320519/mm1,crossref,tactile contact detection robot manipulation,0.400
Manipulation of cell-mediated immunity in contact hypersensitivity and cancer,None,,10.14264/uql.2016.1033,https://doi.org/10.14264/uql.2016.1033,crossref,haptic residuals contact detection manipulation,0.400
Manipulation of deformable linear objects: Force-based simulation approach for haptic feedback,None,"ICAR '05. Proceedings., 12th International Conference on Advanced Robotics, 2005.",10.1109/.2005.1507400,https://doi.org/10.1109/.2005.1507400,crossref,haptic residuals contact detection manipulation,0.400
Modélisation et commande des systèmes de manipulation sans contact. : Vers l'amélioration du diagnostic en endoscopie digestive.,None,,10.70675/5882cf8dz3801z4877za49dzc63e39ec58ba,https://doi.org/10.70675/5882cf8dz3801z4877za49dzc63e39ec58ba,crossref,haptic residuals contact detection manipulation,0.400
"Modélisation, réalisation et commande d'un système de micro-manipulation sans contact par diélectrophorèse",None,,10.70675/b84adc76z4eb2z4134z95caz5f87e32be30c,https://doi.org/10.70675/b84adc76z4eb2z4134z95caz5f87e32be30c,crossref,haptic residuals contact detection manipulation,0.400
"Nano-contact, contact detection and prevention in high density hard disk drives",None,,10.32657/10356/51043,https://doi.org/10.32657/10356/51043,crossref,haptic residuals contact detection manipulation,0.400
"NormalFlow: Fast, Robust, and Accurate Contact-based Object 6DoF Pose Tracking with Vision-based Tactile Sensors_supp1-3505815.mp4",None,,10.1109/lra.2024.3505815/mm1,https://doi.org/10.1109/lra.2024.3505815/mm1,crossref,proprioception tactile contact anomaly robot,0.400
Object manipulation based on tactile information,None,,10.5821/dissertation-2117-348903,https://doi.org/10.5821/dissertation-2117-348903,crossref,tactile contact detection robot manipulation,0.400
Parametric investigation of the mechanics of soft-body contact with parallel-ridge textured surfaces to understand tactile friction,None,,10.31274/etd-180810-4270,https://doi.org/10.31274/etd-180810-4270,crossref,proprioception tactile contact anomaly robot,0.400
Passivity-based high-fidelity haptic rendering of contact,None,2003 IEEE International Conference on Robotics and Automation (Cat. No.03CH37422),10.1109/robot.2003.1242168,https://doi.org/10.1109/robot.2003.1242168,crossref,haptic residuals contact detection manipulation,0.400
Plasmonic Manipulation of Sodium Chlorate Chiral Crystallization: Directed Chirality Transfer via Contact-Induced Polymorphic Transformation and Formation of Liquid Precursor,None,,10.1021/acs.cgd.0c00693.s005,https://doi.org/10.1021/acs.cgd.0c00693.s005,crossref,haptic residuals contact detection manipulation,0.400
Polyvalent and Thermosensitive DNA Nanoensembles for Cancer Cell Detection and Manipulation,None,,10.1021/acs.analchem.7b00864.s001,https://doi.org/10.1021/acs.analchem.7b00864.s001,crossref,haptic residuals contact detection manipulation,0.400
Prediction error based controller switching policies,None,Proceedings of 1995 34th IEEE Conference on Decision and Control,10.1109/cdc.1995.478643,https://doi.org/10.1109/cdc.1995.478643,crossref,tactile prediction error robot control,0.400
Prediction of discretization error using the error transport equation,None,,10.33915/etd.6382,https://doi.org/10.33915/etd.6382,crossref,tactile prediction error robot control,0.400
Prediction-Error Approximation by Convex Optimization,None,Lecture Notes in Control and Information Sciences,10.1007/978-3-540-73570-0_19,https://doi.org/10.1007/978-3-540-73570-0_19,crossref,tactile prediction error robot control,0.400
Recognition of contact surfaces using optical tactile and F/T sensors integrated by fuzzy fusion algorithm,None,Proceedings 5th IEEE International Workshop on Robot and Human Communication. RO-MAN'96 TSUKUBA,10.1109/roman.1996.568862,https://doi.org/10.1109/roman.1996.568862,crossref,tactile contact detection robot manipulation,0.400
Reconfigurable Magnetic Liquid Metal Robot for High-Performance Droplet Manipulation,None,,10.1021/acs.nanolett.2c00100.s004,https://doi.org/10.1021/acs.nanolett.2c00100.s004,crossref,tactile contact detection robot manipulation,0.400
Robot dexterity: from deformable grasping to impulsive manipulation,None,,10.31274/etd-180810-4537,https://doi.org/10.31274/etd-180810-4537,crossref,slip detection tactile manipulation robot,0.400
RobotGPT: Robot Manipulation Learning from ChatGPT_supp1-3357432.mp4,None,,10.1109/lra.2024.3357432/mm1,https://doi.org/10.1109/lra.2024.3357432/mm1,crossref,tactile contact detection robot manipulation,0.400
Robust Pivoting Manipulation Using Contact Implicit Bilevel Optimization_supp1-3422053.mp4,None,,10.1109/tro.2024.3422053/mm1,https://doi.org/10.1109/tro.2024.3422053/mm1,crossref,haptic residuals contact detection manipulation,0.400
Self-Powered Force Sensors for Multidimensional Tactile Sensing,None,,10.1021/acsami.2c03812.s001,https://doi.org/10.1021/acsami.2c03812.s001,crossref,unexpected contact robot tactile sensing,0.400
Shapes reconstruction from robot tactile sensing,None,,10.31274/rtd-20200616-81,https://doi.org/10.31274/rtd-20200616-81,crossref,tactile contact detection robot manipulation,0.400
Single photon detection and manipulation in photonic integrated circuits,None,,10.32657/10356/151499,https://doi.org/10.32657/10356/151499,crossref,haptic residuals contact detection manipulation,0.400
Situation Analysis and Atypical Event Detection with Multiple Cameras and Multi-Object Tracking,None,Lecture Notes in Computer Science,10.1007/978-3-540-78157-8_18,https://doi.org/10.1007/978-3-540-78157-8_18,crossref,contact event detection tactile robot,0.400
Six-degree-of-freedom haptic display using localized contact computations,None,Proceedings 10th Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems. HAPTICS 2002,10.1109/haptic.2002.998960,https://doi.org/10.1109/haptic.2002.998960,crossref,haptic residuals contact detection manipulation,0.400
